,game_time,game_date,arena,home_team,home_wins,home_losses,away_team,away_wins,away_losses,attendance
912,0 days 19:30:00,2018-02-28,TD Garden,Boston Celtics,44,19,Charlotte Hornets,28,34,18624
913,0 days 20:30:00,2018-02-28,American Airlines Center,Dallas Mavericks,19,43,Oklahoma City Thunder,36,27,20202
914,0 days 19:00:00,2018-02-28,Little Caesars Arena,Detroit Pistons,29,32,Milwaukee Bucks,33,28,16146
915,0 days 22:30:00,2018-02-28,STAPLES Center,Los Angeles Clippers,32,28,Houston Rockets,48,13,19068
916,0 days 20:00:00,2018-02-28,FedEx Forum,Memphis Grizzlies,18,42,Phoenix Suns,19,44,13484
917,0 days 19:00:00,2018-02-28,Amway Center,Orlando Magic,18,43,Toronto Raptors,43,17,17328
918,0 days 20:30:00,2018-02-28,AT&T Center,San Antonio Spurs,36,26,New Orleans Pelicans,35,26,18418
919,0 days 20:00:00,2018-02-28,Capital One Arena,Washington Wizards,36,26,Golden State Warriors,48,14,20356
920,0 days 20:00:00,2018-03-01,Quicken Loans Arena,Cleveland Cavaliers,36,25,Philadelphia 76ers,33,27,20562
921,0 days 19:30:00,2018-03-01,AmericanAirlines Arena,Miami Heat,32,30,Los Angeles Lakers,27,34,19600
922,0 days 22:30:00,2018-03-01,Moda Center,Portland Trail Blazers,36,26,Minnesota Timberwolves,38,27,19533
923,0 days 22:00:00,2018-03-01,Golden 1 Center,Sacramento Kings,19,43,Brooklyn Nets,20,43,17583
924,0 days 19:30:00,2018-03-02,Philips Arena,Atlanta Hawks,19,44,Golden State Warriors,49,14,16728
925,0 days 20:00:00,2018-03-02,United Center,Chicago Bulls,21,41,Dallas Mavericks,19,44,21017
926,0 days 22:30:00,2018-03-02,STAPLES Center,Los Angeles Clippers,33,28,New York Knicks,24,39,17190
927,0 days 20:00:00,2018-03-02,FedEx Forum,Memphis Grizzlies,18,43,Denver Nuggets,34,28,16421
928,0 days 20:00:00,2018-03-02,BMO Harris Bradley Center,Milwaukee Bucks,33,29,Indiana Pacers,35,27,17217
929,0 days 19:00:00,2018-03-02,Amway Center,Orlando Magic,19,43,Detroit Pistons,29,33,17223
930,0 days 19:00:00,2018-03-02,Wells Fargo Center,Philadelphia 76ers,34,27,Charlotte Hornets,28,35,20487
931,0 days 21:00:00,2018-03-02,Talking Stick Resort Arena,Phoenix Suns,19,45,Oklahoma City Thunder,37,27,18055
932,0 days 22:30:00,2018-03-02,Vivint Smart Home Arena,Utah Jazz,32,30,Minnesota Timberwolves,38,28,18306
933,0 days 20:00:00,2018-03-02,Capital One Arena,Washington Wizards,36,27,Toronto Raptors,44,17,18631
934,0 days 19:30:00,2018-03-03,Quicken Loans Arena,Cleveland Cavaliers,36,26,Denver Nuggets,35,28,20562
935,0 days 20:30:00,2018-03-03,Toyota Center,Houston Rockets,49,13,Boston Celtics,44,20,18476
936,0 days 19:30:00,2018-03-03,AmericanAirlines Arena,Miami Heat,33,30,Detroit Pistons,29,34,19600
937,0 days 19:00:00,2018-03-03,Amway Center,Orlando Magic,20,43,Memphis Grizzlies,18,44,17875
938,0 days 22:00:00,2018-03-03,Moda Center,Portland Trail Blazers,37,26,Oklahoma City Thunder,37,28,20063
939,0 days 22:00:00,2018-03-03,Golden 1 Center,Sacramento Kings,19,44,Utah Jazz,33,30,17583
940,0 days 21:00:00,2018-03-03,AT&T Center,San Antonio Spurs,36,27,Los Angeles Lakers,28,34,18557
941,0 days 15:30:00,2018-03-04,Philips Arena,Atlanta Hawks,20,44,Phoenix Suns,19,46,15166
942,0 days 19:00:00,2018-03-04,American Airlines Center,Dallas Mavericks,19,45,New Orleans Pelicans,36,26,19798
943,0 days 21:00:00,2018-03-04,STAPLES Center,Los Angeles Clippers,34,28,Brooklyn Nets,20,44,16384
944,0 days 20:00:00,2018-03-04,BMO Harris Bradley Center,Milwaukee Bucks,34,29,Philadelphia 76ers,34,28,15587
945,0 days 21:00:00,2018-03-04,Golden 1 Center,Sacramento Kings,20,44,New York Knicks,24,40,17583
946,0 days 18:00:00,2018-03-04,Air Canada Centre,Toronto Raptors,45,17,Charlotte Hornets,28,36,19800
947,0 days 18:00:00,2018-03-04,Capital One Arena,Washington Wizards,36,28,Indiana Pacers,36,27,16646
948,0 days 20:00:00,2018-03-05,United Center,Chicago Bulls,21,42,Boston Celtics,45,20,21286
949,0 days 19:00:00,2018-03-05,Quicken Loans Arena,Cleveland Cavaliers,37,26,Detroit Pistons,29,35,20562
950,0 days 19:00:00,2018-03-05,Bankers Life Fieldhouse,Indiana Pacers,37,27,Milwaukee Bucks,34,30,15874
951,0 days 22:30:00,2018-03-05,STAPLES Center,Los Angeles Lakers,28,35,Portland Trail Blazers,38,26,18997
952,0 days 19:30:00,2018-03-05,AmericanAirlines Arena,Miami Heat,34,30,Phoenix Suns,19,47,19600
953,0 days 20:30:00,2018-03-05,AT&T Center,San Antonio Spurs,37,27,Memphis Grizzlies,18,45,18418
954,0 days 21:00:00,2018-03-05,Vivint Smart Home Arena,Utah Jazz,34,30,Orlando Magic,20,44,18306
955,0 days 19:00:00,2018-03-06,Spectrum Center,Charlotte Hornets,28,37,Philadelphia 76ers,35,28,15600
956,0 days 20:30:00,2018-03-06,American Airlines Center,Dallas Mavericks,20,45,Denver Nuggets,35,29,19504
957,0 days 22:30:00,2018-03-06,Oracle Arena,Golden State Warriors,50,14,Brooklyn Nets,20,45,19596
958,0 days 22:30:00,2018-03-06,STAPLES Center,Los Angeles Clippers,34,29,New Orleans Pelicans,37,26,16412
959,0 days 20:00:00,2018-03-06,Chesapeake Energy Arena,Oklahoma City Thunder,37,29,Houston Rockets,50,13,18203
960,0 days 22:00:00,2018-03-06,Moda Center,Portland Trail Blazers,39,26,New York Knicks,24,41,19393
961,0 days 19:00:00,2018-03-06,Air Canada Centre,Toronto Raptors,46,17,Atlanta Hawks,20,45,19800
962,0 days 19:00:00,2018-03-06,Capital One Arena,Washington Wizards,37,28,Miami Heat,34,31,16582
963,0 days 20:00:00,2018-03-07,United Center,Chicago Bulls,22,42,Memphis Grizzlies,18,46,20210
964,0 days 22:30:00,2018-03-07,Pepsi Center,Denver Nuggets,35,30,Cleveland Cavaliers,38,26,20062
965,0 days 20:00:00,2018-03-07,Little Caesars Arena,Detroit Pistons,29,36,Toronto Raptors,47,17,17769
966,0 days 19:00:00,2018-03-07,Bankers Life Fieldhouse,Indiana Pacers,37,28,Utah Jazz,35,30,16432
967,0 days 22:30:00,2018-03-07,STAPLES Center,Los Angeles Lakers,29,35,Orlando Magic,20,45,18997
968,0 days 20:00:00,2018-03-07,BMO Harris Bradley Center,Milwaukee Bucks,34,31,Houston Rockets,51,13,17195
969,0 days 22:00:00,2018-03-07,Golden 1 Center,Sacramento Kings,20,45,New Orleans Pelicans,38,26,17583
970,0 days 19:00:00,2018-03-08,Spectrum Center,Charlotte Hornets,28,38,Brooklyn Nets,21,45,14173
971,0 days 22:30:00,2018-03-08,Oracle Arena,Golden State Warriors,51,14,San Antonio Spurs,37,28,19596
972,0 days 19:30:00,2018-03-08,AmericanAirlines Arena,Miami Heat,35,31,Philadelphia 76ers,35,29,19600
973,0 days 20:00:00,2018-03-08,Target Center,Minnesota Timberwolves,38,29,Boston Celtics,46,20,18978
974,0 days 20:00:00,2018-03-08,Chesapeake Energy Arena,Oklahoma City Thunder,38,29,Phoenix Suns,19,48,18203
975,0 days 21:00:00,2018-03-09,Pepsi Center,Denver Nuggets,36,30,Los Angeles Lakers,29,36,19807
976,0 days 19:00:00,2018-03-09,Little Caesars Arena,Detroit Pistons,30,36,Chicago Bulls,22,43,17406
977,0 days 19:00:00,2018-03-09,Bankers Life Fieldhouse,Indiana Pacers,38,28,Atlanta Hawks,20,46,17923
978,0 days 22:30:00,2018-03-09,STAPLES Center,Los Angeles Clippers,35,29,Cleveland Cavaliers,38,27,19130
979,0 days 20:00:00,2018-03-09,FedEx Forum,Memphis Grizzlies,18,47,Utah Jazz,36,30,15622
980,0 days 20:00:00,2018-03-09,BMO Harris Bradley Center,Milwaukee Bucks,35,31,New York Knicks,24,42,18717
981,0 days 20:00:00,2018-03-09,Smoothie King Center,New Orleans Pelicans,38,27,Washington Wizards,38,28,18143
982,0 days 22:00:00,2018-03-09,Moda Center,Portland Trail Blazers,40,26,Golden State Warriors,51,15,19487
983,0 days 22:00:00,2018-03-09,Golden 1 Center,Sacramento Kings,21,45,Orlando Magic,20,46,17583
984,0 days 19:30:00,2018-03-09,Air Canada Centre,Toronto Raptors,48,17,Houston Rockets,51,14,20131
985,0 days 17:00:00,2018-03-10,Spectrum Center,Charlotte Hornets,29,38,Phoenix Suns,19,49,19336
986,0 days 20:30:00,2018-03-10,American Airlines Center,Dallas Mavericks,21,45,Memphis Grizzlies,18,48,19579
987,0 days 22:30:00,2018-03-10,STAPLES Center,Los Angeles Clippers,36,29,Orlando Magic,20,47,16561
988,0 days 19:30:00,2018-03-10,AmericanAirlines Arena,Miami Heat,36,31,Washington Wizards,38,29,19689
989,0 days 20:30:00,2018-03-10,Chesapeake Energy Arena,Oklahoma City Thunder,39,29,San Antonio Spurs,37,29,18203
990,0 days 15:30:00,2018-03-11,Philips Arena,Atlanta Hawks,20,47,Chicago Bulls,23,43,15266
991,0 days 19:30:00,2018-03-11,TD Garden,Boston Celtics,46,21,Indiana Pacers,39,28,18624
992,0 days 19:30:00,2018-03-11,Barclays Center,Brooklyn Nets,21,46,Philadelphia 76ers,36,29,16901
993,0 days 19:00:00,2018-03-11,American Airlines Center,Dallas Mavericks,21,46,Houston Rockets,52,14,20394
994,0 days 17:00:00,2018-03-11,Pepsi Center,Denver Nuggets,37,30,Sacramento Kings,21,46,19520
995,0 days 21:00:00,2018-03-11,STAPLES Center,Los Angeles Lakers,30,36,Cleveland Cavaliers,38,28,18997
996,0 days 15:30:00,2018-03-11,Target Center,Minnesota Timberwolves,39,29,Golden State Warriors,51,16,18978
997,0 days 16:00:00,2018-03-11,Smoothie King Center,New Orleans Pelicans,38,28,Utah Jazz,37,30,18062
998,0 days 13:00:00,2018-03-11,Madison Square Garden (IV),New York Knicks,24,43,Toronto Raptors,49,17,19812
999,0 days 20:00:00,2018-03-12,Toyota Center,Houston Rockets,53,14,San Antonio Spurs,37,30,18092
1000,0 days 20:00:00,2018-03-12,FedEx Forum,Memphis Grizzlies,18,49,Milwaukee Bucks,36,31,14112
1001,0 days 20:00:00,2018-03-12,Chesapeake Energy Arena,Oklahoma City Thunder,40,29,Sacramento Kings,21,47,18203
1002,0 days 22:30:00,2018-03-12,Moda Center,Portland Trail Blazers,41,26,Miami Heat,36,32,19786
1003,0 days 19:30:00,2018-03-13,Philips Arena,Atlanta Hawks,20,48,Oklahoma City Thunder,41,29,16739
1004,0 days 19:30:00,2018-03-13,Barclays Center,Brooklyn Nets,21,47,Toronto Raptors,50,17,16654
1005,0 days 20:00:00,2018-03-13,United Center,Chicago Bulls,23,44,Los Angeles Clippers,37,29,20912
1006,0 days 22:30:00,2018-03-13,STAPLES Center,Los Angeles Lakers,31,36,Denver Nuggets,37,31,18997
1007,0 days 20:00:00,2018-03-13,Smoothie King Center,New Orleans Pelicans,39,28,Charlotte Hornets,29,39,15507
1008,0 days 19:30:00,2018-03-13,Madison Square Garden (IV),New York Knicks,24,44,Dallas Mavericks,22,46,18597
1009,0 days 19:00:00,2018-03-13,Wells Fargo Center,Philadelphia 76ers,36,30,Indiana Pacers,40,28,20531
1010,0 days 22:00:00,2018-03-13,Talking Stick Resort Arena,Phoenix Suns,19,50,Cleveland Cavaliers,39,28,18055
1011,0 days 20:30:00,2018-03-13,AT&T Center,San Antonio Spurs,38,30,Orlando Magic,20,48,18418
1012,0 days 21:00:00,2018-03-13,Vivint Smart Home Arena,Utah Jazz,38,30,Detroit Pistons,30,37,18306
1013,0 days 19:00:00,2018-03-13,Capital One Arena,Washington Wizards,38,30,Minnesota Timberwolves,40,29,17078
1014,0 days 20:00:00,2018-03-14,TD Garden,Boston Celtics,46,22,Washington Wizards,39,30,18624
1015,0 days 22:30:00,2018-03-14,Oracle Arena,Golden State Warriors,52,16,Los Angeles Lakers,31,37,19596
1016,0 days 19:00:00,2018-03-14,Amway Center,Orlando Magic,21,48,Milwaukee Bucks,36,32,17713
1017,0 days 22:00:00,2018-03-14,Golden 1 Center,Sacramento Kings,22,47,Miami Heat,36,33,17583
1018,0 days 19:30:00,2018-03-15,Philips Arena,Atlanta Hawks,20,49,Charlotte Hornets,30,39,14486
1019,0 days 21:00:00,2018-03-15,Pepsi Center,Denver Nuggets,38,31,Detroit Pistons,30,38,18697
1020,0 days 20:00:00,2018-03-15,Toyota Center,Houston Rockets,54,14,Los Angeles Clippers,37,30,18055
1021,0 days 19:00:00,2018-03-15,Bankers Life Fieldhouse,Indiana Pacers,40,29,Toronto Raptors,51,17,17923
1022,0 days 20:00:00,2018-03-15,FedEx Forum,Memphis Grizzlies,18,50,Chicago Bulls,24,44,16511
1023,0 days 19:30:00,2018-03-15,Madison Square Garden (IV),New York Knicks,24,45,Philadelphia 76ers,37,30,18894
1024,0 days 22:00:00,2018-03-15,Moda Center,Portland Trail Blazers,42,26,Cleveland Cavaliers,39,29,19806
1025,0 days 20:30:00,2018-03-15,AT&T Center,San Antonio Spurs,39,30,New Orleans Pelicans,39,29,18418
1026,0 days 21:00:00,2018-03-15,Vivint Smart Home Arena,Utah Jazz,39,30,Phoenix Suns,19,51,18306
1027,0 days 22:30:00,2018-03-16,Oracle Arena,Golden State Warriors,52,17,Sacramento Kings,23,47,19596
1028,0 days 22:30:00,2018-03-16,STAPLES Center,Los Angeles Lakers,31,38,Miami Heat,37,33,18997
1029,0 days 20:00:00,2018-03-16,Chesapeake Energy Arena,Oklahoma City Thunder,42,29,Los Angeles Clippers,37,31,18203
1030,0 days 19:00:00,2018-03-16,Amway Center,Orlando Magic,21,49,Boston Celtics,47,22,18981
1031,0 days 19:00:00,2018-03-16,Wells Fargo Center,Philadelphia 76ers,38,30,Brooklyn Nets,21,48,20666
1032,0 days 19:30:00,2018-03-16,Air Canada Centre,Toronto Raptors,52,17,Dallas Mavericks,22,47,19800
1033,0 days 19:30:00,2018-03-17,Barclays Center,Brooklyn Nets,22,48,Dallas Mavericks,22,48,13877
1034,0 days 20:00:00,2018-03-17,United Center,Chicago Bulls,24,45,Cleveland Cavaliers,40,29,22983
1035,0 days 20:00:00,2018-03-17,FedEx Forum,Memphis Grizzlies,19,50,Denver Nuggets,38,32,16501
1036,0 days 18:00:00,2018-03-17,BMO Harris Bradley Center,Milwaukee Bucks,37,32,Atlanta Hawks,20,50,18717
1037,0 days 19:00:00,2018-03-17,Smoothie King Center,New Orleans Pelicans,39,30,Houston Rockets,55,14,18495
1038,0 days 19:30:00,2018-03-17,Madison Square Garden (IV),New York Knicks,25,45,Charlotte Hornets,30,40,17760
1039,0 days 22:00:00,2018-03-17,Talking Stick Resort Arena,Phoenix Suns,19,52,Golden State Warriors,53,17,18055
1040,0 days 22:00:00,2018-03-17,Moda Center,Portland Trail Blazers,43,26,Detroit Pistons,30,39,19727
1041,0 days 20:30:00,2018-03-17,AT&T Center,San Antonio Spurs,40,30,Minnesota Timberwolves,40,30,18418
1042,0 days 21:00:00,2018-03-17,Vivint Smart Home Arena,Utah Jazz,40,30,Sacramento Kings,23,48,18306
1043,0 days 19:00:00,2018-03-17,Capital One Arena,Washington Wizards,40,30,Indiana Pacers,40,30,18249
1044,0 days 22:30:00,2018-03-18,STAPLES Center,Los Angeles Clippers,37,32,Portland Trail Blazers,44,26,17776
1045,0 days 19:00:00,2018-03-18,Target Center,Minnesota Timberwolves,40,31,Houston Rockets,56,14,18978
1046,0 days 18:00:00,2018-03-18,Smoothie King Center,New Orleans Pelicans,40,30,Boston Celtics,47,23,18277
1047,0 days 13:00:00,2018-03-18,Air Canada Centre,Toronto Raptors,52,18,Oklahoma City Thunder,43,29,19800
1048,0 days 19:30:00,2018-03-19,Barclays Center,Brooklyn Nets,23,48,Memphis Grizzlies,19,51,12856
1049,0 days 19:00:00,2018-03-19,Quicken Loans Arena,Cleveland Cavaliers,41,29,Milwaukee Bucks,37,33,20562
1050,0 days 19:00:00,2018-03-19,Bankers Life Fieldhouse,Indiana Pacers,41,30,Los Angeles Lakers,31,39,16603
1051,0 days 19:30:00,2018-03-19,AmericanAirlines Arena,Miami Heat,38,33,Denver Nuggets,38,33,19600
1052,0 days 19:30:00,2018-03-19,Madison Square Garden (IV),New York Knicks,26,45,Chicago Bulls,24,46,18835
1053,0 days 19:00:00,2018-03-19,Wells Fargo Center,Philadelphia 76ers,39,30,Charlotte Hornets,30,41,20530
1054,0 days 22:00:00,2018-03-19,Golden 1 Center,Sacramento Kings,23,49,Detroit Pistons,31,39,17583
1055,0 days 21:30:00,2018-03-19,AT&T Center,San Antonio Spurs,41,30,Golden State Warriors,53,18,18418
1056,0 days 20:00:00,2018-03-20,TD Garden,Boston Celtics,48,23,Oklahoma City Thunder,43,30,18624
1057,0 days 20:00:00,2018-03-20,Target Center,Minnesota Timberwolves,41,31,Los Angeles Clippers,37,33,16351
1058,0 days 20:00:00,2018-03-20,Smoothie King Center,New Orleans Pelicans,41,30,Dallas Mavericks,22,49,14484
1059,0 days 19:00:00,2018-03-20,Amway Center,Orlando Magic,21,50,Toronto Raptors,53,18,16228
1060,0 days 22:00:00,2018-03-20,Talking Stick Resort Arena,Phoenix Suns,19,53,Detroit Pistons,32,39,17400
1061,0 days 22:30:00,2018-03-20,Moda Center,Portland Trail Blazers,44,27,Houston Rockets,57,14,20012
1062,0 days 21:00:00,2018-03-20,Vivint Smart Home Arena,Utah Jazz,40,31,Atlanta Hawks,21,50,18306
1063,0 days 19:30:00,2018-03-21,Barclays Center,Brooklyn Nets,23,49,Charlotte Hornets,31,41,10231
1064,0 days 20:00:00,2018-03-21,United Center,Chicago Bulls,24,47,Denver Nuggets,39,33,20671
1065,0 days 19:00:00,2018-03-21,Quicken Loans Arena,Cleveland Cavaliers,42,29,Toronto Raptors,53,19,20562
1066,0 days 19:30:00,2018-03-21,AmericanAirlines Arena,Miami Heat,39,33,New York Knicks,26,46,19600
1067,0 days 20:00:00,2018-03-21,BMO Harris Bradley Center,Milwaukee Bucks,37,34,Los Angeles Clippers,38,33,17916
1068,0 days 20:00:00,2018-03-21,Smoothie King Center,New Orleans Pelicans,42,30,Indiana Pacers,41,31,14148
1069,0 days 19:00:00,2018-03-21,Wells Fargo Center,Philadelphia 76ers,40,30,Memphis Grizzlies,19,52,10411
1070,0 days 21:30:00,2018-03-21,AT&T Center,San Antonio Spurs,42,30,Washington Wizards,40,31,18418
1071,0 days 19:00:00,2018-03-22,Spectrum Center,Charlotte Hornets,32,41,Memphis Grizzlies,19,53,15033
1072,0 days 20:30:00,2018-03-22,American Airlines Center,Dallas Mavericks,22,50,Utah Jazz,41,31,19725
1073,0 days 20:00:00,2018-03-22,Toyota Center,Houston Rockets,58,14,Detroit Pistons,32,40,18055
1074,0 days 20:00:00,2018-03-22,Smoothie King Center,New Orleans Pelicans,43,30,Los Angeles Lakers,31,40,18037
1075,0 days 19:00:00,2018-03-22,Amway Center,Orlando Magic,21,51,Philadelphia 76ers,41,30,17881
1076,0 days 22:00:00,2018-03-22,Golden 1 Center,Sacramento Kings,24,49,Atlanta Hawks,21,51,17583
1077,0 days 20:00:00,2018-03-23,United Center,Chicago Bulls,24,48,Milwaukee Bucks,38,34,21698
1078,0 days 19:30:00,2018-03-23,Quicken Loans Arena,Cleveland Cavaliers,43,29,Phoenix Suns,19,54,20562
1079,0 days 22:30:00,2018-03-23,Oracle Arena,Golden State Warriors,54,18,Atlanta Hawks,21,52,19596
1080,0 days 19:00:00,2018-03-23,Bankers Life Fieldhouse,Indiana Pacers,42,31,Los Angeles Clippers,38,34,17923
1081,0 days 19:30:00,2018-03-23,Madison Square Garden (IV),New York Knicks,26,47,Minnesota Timberwolves,42,31,18914
1082,0 days 20:00:00,2018-03-23,Chesapeake Energy Arena,Oklahoma City Thunder,44,30,Miami Heat,39,34,18203
1083,0 days 22:00:00,2018-03-23,Moda Center,Portland Trail Blazers,44,28,Boston Celtics,49,23,19575
1084,0 days 20:30:00,2018-03-23,AT&T Center,San Antonio Spurs,43,30,Utah Jazz,41,32,18418
1085,0 days 19:30:00,2018-03-23,Air Canada Centre,Toronto Raptors,54,19,Brooklyn Nets,23,50,19800
1086,0 days 19:00:00,2018-03-23,Capital One Arena,Washington Wizards,40,32,Denver Nuggets,40,33,19016
1087,0 days 20:30:00,2018-03-24,American Airlines Center,Dallas Mavericks,22,51,Charlotte Hornets,33,41,20085
1088,0 days 19:00:00,2018-03-24,Little Caesars Arena,Detroit Pistons,33,40,Chicago Bulls,24,49,19139
1089,0 days 20:00:00,2018-03-24,Toyota Center,Houston Rockets,59,14,New Orleans Pelicans,43,31,18055
1090,0 days 20:00:00,2018-03-24,FedEx Forum,Memphis Grizzlies,19,54,Los Angeles Lakers,32,40,18119
1091,0 days 19:00:00,2018-03-24,Amway Center,Orlando Magic,22,51,Phoenix Suns,19,55,17393
1092,0 days 18:00:00,2018-03-24,Wells Fargo Center,Philadelphia 76ers,42,30,Minnesota Timberwolves,42,32,20668
1093,0 days 13:00:00,2018-03-25,Barclays Center,Brooklyn Nets,23,51,Cleveland Cavaliers,44,29,17732
1094,0 days 20:30:00,2018-03-25,Oracle Arena,Golden State Warriors,54,19,Utah Jazz,42,32,19596
1095,0 days 20:00:00,2018-03-25,Toyota Center,Houston Rockets,60,14,Atlanta Hawks,21,53,18055
1096,0 days 17:00:00,2018-03-25,Bankers Life Fieldhouse,Indiana Pacers,43,31,Miami Heat,39,35,17923
1097,0 days 15:30:00,2018-03-25,BMO Harris Bradley Center,Milwaukee Bucks,39,34,San Antonio Spurs,43,31,18717
1098,0 days 19:00:00,2018-03-25,Chesapeake Energy Arena,Oklahoma City Thunder,44,31,Portland Trail Blazers,45,28,18203
1099,0 days 18:00:00,2018-03-25,Golden 1 Center,Sacramento Kings,24,50,Boston Celtics,50,23,17583
1100,0 days 18:00:00,2018-03-25,Air Canada Centre,Toronto Raptors,54,20,Los Angeles Clippers,39,34,19800
1101,0 days 18:00:00,2018-03-25,Capital One Arena,Washington Wizards,40,33,New York Knicks,27,47,18884
1102,0 days 19:00:00,2018-03-26,Spectrum Center,Charlotte Hornets,34,41,New York Knicks,27,48,14487
1103,0 days 19:00:00,2018-03-26,Little Caesars Arena,Detroit Pistons,34,40,Los Angeles Lakers,32,41,18718
1104,0 days 20:00:00,2018-03-26,Target Center,Minnesota Timberwolves,42,33,Memphis Grizzlies,20,54,16290
1105,0 days 19:00:00,2018-03-26,Wells Fargo Center,Philadelphia 76ers,43,30,Denver Nuggets,40,34,20585
1106,0 days 22:00:00,2018-03-26,Talking Stick Resort Arena,Phoenix Suns,19,56,Boston Celtics,51,23,18055
1107,0 days 22:30:00,2018-03-27,Oracle Arena,Golden State Warriors,54,20,Indiana Pacers,44,31,19596
1108,0 days 20:00:00,2018-03-27,Toyota Center,Houston Rockets,61,14,Chicago Bulls,24,50,18055
1109,0 days 22:30:00,2018-03-27,STAPLES Center,Los Angeles Clippers,40,34,Milwaukee Bucks,39,35,19068
1110,0 days 20:00:00,2018-03-27,AmericanAirlines Arena,Miami Heat,40,35,Cleveland Cavaliers,44,30,20093
1111,0 days 20:00:00,2018-03-27,Smoothie King Center,New Orleans Pelicans,43,32,Portland Trail Blazers,46,28,15426
1112,0 days 22:00:00,2018-03-27,Golden 1 Center,Sacramento Kings,24,51,Dallas Mavericks,23,51,17583
1113,0 days 19:30:00,2018-03-27,Air Canada Centre,Toronto Raptors,55,20,Denver Nuggets,40,35,19800
1114,0 days 19:00:00,2018-03-27,Capital One Arena,Washington Wizards,41,33,San Antonio Spurs,43,32,19588
1115,0 days 19:00:00,2018-03-28,Spectrum Center,Charlotte Hornets,34,42,Cleveland Cavaliers,45,30,19474
1116,0 days 22:30:00,2018-03-28,STAPLES Center,Los Angeles Lakers,33,41,Dallas Mavericks,23,52,18997
1117,0 days 20:00:00,2018-03-28,FedEx Forum,Memphis Grizzlies,21,54,Portland Trail Blazers,46,29,16050
1118,0 days 20:00:00,2018-03-28,Target Center,Minnesota Timberwolves,43,33,Atlanta Hawks,21,54,16183
1119,0 days 19:00:00,2018-03-28,Amway Center,Orlando Magic,22,52,Brooklyn Nets,24,51,16517
1120,0 days 19:00:00,2018-03-28,Wells Fargo Center,Philadelphia 76ers,44,30,New York Knicks,27,49,20655
1121,0 days 22:00:00,2018-03-28,Talking Stick Resort Arena,Phoenix Suns,19,57,Los Angeles Clippers,41,34,17005
1122,0 days 21:30:00,2018-03-28,Vivint Smart Home Arena,Utah Jazz,42,33,Boston Celtics,52,23,18306
1123,0 days 19:00:00,2018-03-29,Little Caesars Arena,Detroit Pistons,35,40,Washington Wizards,41,34,18268
1124,0 days 22:30:00,2018-03-29,Oracle Arena,Golden State Warriors,54,21,Milwaukee Bucks,40,35,19596
1125,0 days 19:30:00,2018-03-29,AmericanAirlines Arena,Miami Heat,41,35,Chicago Bulls,24,51,19746
1126,0 days 22:00:00,2018-03-29,Golden 1 Center,Sacramento Kings,24,52,Indiana Pacers,45,31,11360
1127,0 days 20:00:00,2018-03-29,AT&T Center,San Antonio Spurs,44,32,Oklahoma City Thunder,44,32,18418
1128,0 days 19:30:00,2018-03-30,Philips Arena,Atlanta Hawks,21,55,Philadelphia 76ers,45,30,16579
1129,0 days 20:00:00,2018-03-30,Quicken Loans Arena,Cleveland Cavaliers,46,30,New Orleans Pelicans,43,33,20562
1130,0 days 20:30:00,2018-03-30,American Airlines Center,Dallas Mavericks,23,53,Minnesota Timberwolves,44,33,20244
