,game_time,game_date,arena,home_team,home_wins,home_losses,away_team,away_wins,away_losses,attendance
4671,0 days 20:00:00,2022-04-08,FTX Arena,Miami Heat,53,28,Atlanta Hawks,42,39,19993
4672,0 days 19:30:00,2022-04-08,Scotiabank Arena,Toronto Raptors,48,33,Houston Rockets,20,61,19800
4673,0 days 21:30:00,2022-04-08,Vivint Smart Home Arena,Utah Jazz,48,33,Phoenix Suns,64,17,18306
4674,0 days 19:00:00,2022-04-08,Capital One Arena,Washington Wizards,35,46,New York Knicks,36,45,19472
4675,0 days 21:30:00,2022-04-09,Crypto.com Arena,Los Angeles Clippers,41,40,Sacramento Kings,29,52,17568
4676,0 days 18:00:00,2022-04-09,FedEx Forum,Memphis Grizzlies,56,25,New Orleans Pelicans,36,45,17207
4677,0 days 13:00:00,2022-04-09,Wells Fargo Center,Philadelphia 76ers,50,31,Indiana Pacers,25,56,21171
4678,0 days 20:30:00,2022-04-09,AT&T Center,San Antonio Spurs,34,47,Golden State Warriors,52,29,18627
4679,0 days 15:30:00,2022-04-10,Barclays Center,Brooklyn Nets,44,38,Indiana Pacers,25,57,17967
4680,0 days 15:30:00,2022-04-10,Spectrum Center,Charlotte Hornets,43,39,Washington Wizards,35,47,18465
4681,0 days 15:30:00,2022-04-10,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,44,38,Milwaukee Bucks,51,31,19432
4682,0 days 21:30:00,2022-04-10,American Airlines Center,Dallas Mavericks,52,30,San Antonio Spurs,34,48,20270
4683,0 days 21:30:00,2022-04-10,Ball Arena,Denver Nuggets,48,34,Los Angeles Lakers,33,49,19520
4684,0 days 15:30:00,2022-04-10,Toyota Center,Houston Rockets,20,62,Atlanta Hawks,43,39,18055
4685,0 days 21:30:00,2022-04-10,Crypto.com Arena,Los Angeles Clippers,42,40,Oklahoma City Thunder,24,58,18210
4686,0 days 19:00:00,2022-04-10,FedEx Forum,Memphis Grizzlies,56,26,Boston Celtics,51,31,17441
4687,0 days 20:30:00,2022-04-10,Target Center,Minnesota Timberwolves,46,36,Chicago Bulls,46,36,17136
4688,0 days 21:30:00,2022-04-10,Smoothie King Center,New Orleans Pelicans,36,46,Golden State Warriors,53,29,16595
4689,0 days 19:00:00,2022-04-10,Madison Square Garden (IV),New York Knicks,37,45,Toronto Raptors,48,34,19812
4690,0 days 19:00:00,2022-04-10,Amway Center,Orlando Magic,22,60,Miami Heat,53,29,19253
4691,0 days 19:00:00,2022-04-10,Wells Fargo Center,Philadelphia 76ers,51,31,Detroit Pistons,23,59,21459
4692,0 days 21:30:00,2022-04-10,Phoenix Suns Arena,Phoenix Suns,64,18,Sacramento Kings,30,52,17071
4693,0 days 21:30:00,2022-04-10,Moda Center,Portland Trail Blazers,27,55,Utah Jazz,49,33,18123
4694,0 days 19:30:00,2022-10-18,TD Garden,Boston Celtics,1,0,Philadelphia 76ers,0,1,19156
4695,0 days 22:00:00,2022-10-18,Chase Center,Golden State Warriors,1,0,Los Angeles Lakers,0,1,18064
4696,0 days 19:30:00,2022-10-19,State Farm Arena,Atlanta Hawks,1,0,Houston Rockets,0,1,17878
4697,0 days 19:30:00,2022-10-19,Barclays Center,Brooklyn Nets,0,1,New Orleans Pelicans,1,0,18003
4698,0 days 19:00:00,2022-10-19,Little Caesars Arena,Detroit Pistons,1,0,Orlando Magic,0,1,20190
4699,0 days 19:00:00,2022-10-19,Gainbridge Fieldhouse,Indiana Pacers,0,1,Washington Wizards,1,0,15027
4700,0 days 19:30:00,2022-10-19,FedEx Forum,Memphis Grizzlies,1,0,New York Knicks,0,1,18202
4701,0 days 19:30:00,2022-10-19,FTX Arena,Miami Heat,0,1,Chicago Bulls,1,0,19600
4702,0 days 20:00:00,2022-10-19,Target Center,Minnesota Timberwolves,1,0,Oklahoma City Thunder,0,1,17136
4703,0 days 22:00:00,2022-10-19,Footprint Center,Phoenix Suns,1,0,Dallas Mavericks,0,1,17071
4704,0 days 22:00:00,2022-10-19,Golden 1 Center,Sacramento Kings,0,1,Portland Trail Blazers,1,0,17611
4705,0 days 20:00:00,2022-10-19,AT&T Center,San Antonio Spurs,0,1,Charlotte Hornets,1,0,16236
4706,0 days 19:30:00,2022-10-19,Scotiabank Arena,Toronto Raptors,1,0,Cleveland Cavaliers,0,1,19800
4707,0 days 21:00:00,2022-10-19,Vivint Arena,Utah Jazz,1,0,Denver Nuggets,0,1,18206
4708,0 days 22:00:00,2022-10-20,Crypto.com Arena,Los Angeles Lakers,0,2,Los Angeles Clippers,1,0,18997
4709,0 days 19:30:00,2022-10-20,Wells Fargo Center,Philadelphia 76ers,0,2,Milwaukee Bucks,1,0,20060
4710,0 days 19:30:00,2022-10-21,State Farm Arena,Atlanta Hawks,2,0,Orlando Magic,0,2,17822
4711,0 days 19:30:00,2022-10-21,Barclays Center,Brooklyn Nets,1,1,Toronto Raptors,1,1,17732
4712,0 days 19:00:00,2022-10-21,Spectrum Center,Charlotte Hornets,1,1,New Orleans Pelicans,2,0,19287
4713,0 days 22:00:00,2022-10-21,Chase Center,Golden State Warriors,1,1,Denver Nuggets,1,1,18064
4714,0 days 20:00:00,2022-10-21,Toyota Center,Houston Rockets,0,2,Memphis Grizzlies,2,0,18055
4715,0 days 19:00:00,2022-10-21,Gainbridge Fieldhouse,Indiana Pacers,0,2,San Antonio Spurs,1,1,12073
4716,0 days 19:30:00,2022-10-21,FTX Arena,Miami Heat,0,2,Boston Celtics,2,0,19600
4717,0 days 20:00:00,2022-10-21,Target Center,Minnesota Timberwolves,1,1,Utah Jazz,2,0,17136
4718,0 days 19:30:00,2022-10-21,Madison Square Garden (IV),New York Knicks,1,1,Detroit Pistons,1,1,19812
4719,0 days 22:00:00,2022-10-21,Moda Center,Portland Trail Blazers,2,0,Phoenix Suns,1,1,19393
4720,0 days 19:00:00,2022-10-21,Capital One Arena,Washington Wizards,2,0,Chicago Bulls,1,1,20476
4721,0 days 20:00:00,2022-10-22,United Center,Chicago Bulls,1,2,Cleveland Cavaliers,1,1,21089
4722,0 days 20:30:00,2022-10-22,American Airlines Center,Dallas Mavericks,1,1,Memphis Grizzlies,2,1,20377
4723,0 days 21:00:00,2022-10-22,Ball Arena,Denver Nuggets,2,1,Oklahoma City Thunder,0,2,19983
4724,0 days 19:00:00,2022-10-22,Gainbridge Fieldhouse,Indiana Pacers,1,2,Detroit Pistons,1,2,16056
4725,0 days 20:00:00,2022-10-22,FTX Arena,Miami Heat,1,2,Toronto Raptors,1,2,19600
4726,0 days 20:00:00,2022-10-22,Fiserv Forum,Milwaukee Bucks,2,0,Houston Rockets,0,3,17341
4727,0 days 19:00:00,2022-10-22,Amway Center,Orlando Magic,0,3,Boston Celtics,3,0,19299
4728,0 days 18:00:00,2022-10-22,Wells Fargo Center,Philadelphia 76ers,0,3,San Antonio Spurs,2,1,19822
4729,0 days 22:00:00,2022-10-22,Golden 1 Center,Sacramento Kings,0,2,Los Angeles Clippers,2,0,16296
4730,0 days 17:00:00,2022-10-23,State Farm Arena,Atlanta Hawks,2,1,Charlotte Hornets,2,1,17383
4731,0 days 19:00:00,2022-10-23,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,2,1,Washington Wizards,2,1,19432
4732,0 days 20:30:00,2022-10-23,Chase Center,Golden State Warriors,2,1,Sacramento Kings,0,3,18064
4733,0 days 22:00:00,2022-10-23,Crypto.com Arena,Los Angeles Clippers,2,1,Phoenix Suns,2,1,19068
4734,0 days 15:30:00,2022-10-23,Crypto.com Arena,Los Angeles Lakers,0,3,Portland Trail Blazers,3,0,18997
4735,0 days 19:00:00,2022-10-23,Smoothie King Center,New Orleans Pelicans,2,1,Utah Jazz,3,0,18665
4736,0 days 20:00:00,2022-10-23,Paycom Center,Oklahoma City Thunder,0,3,Minnesota Timberwolves,2,1,15044
4737,0 days 20:00:00,2022-10-24,United Center,Chicago Bulls,2,2,Boston Celtics,3,1,17673
4738,0 days 20:00:00,2022-10-24,Toyota Center,Houston Rockets,1,3,Utah Jazz,3,1,16260
4739,0 days 20:00:00,2022-10-24,FedEx Forum,Memphis Grizzlies,3,1,Brooklyn Nets,1,2,17392
4740,0 days 19:30:00,2022-10-24,FTX Arena,Miami Heat,1,3,Toronto Raptors,2,2,19600
4741,0 days 20:00:00,2022-10-24,Target Center,Minnesota Timberwolves,2,2,San Antonio Spurs,3,1,15347
4742,0 days 19:30:00,2022-10-24,Madison Square Garden (IV),New York Knicks,2,1,Orlando Magic,0,4,18800
4743,0 days 19:00:00,2022-10-24,Wells Fargo Center,Philadelphia 76ers,1,3,Indiana Pacers,1,3,19786
4744,0 days 22:00:00,2022-10-24,Moda Center,Portland Trail Blazers,4,0,Denver Nuggets,2,2,18111
4745,0 days 19:30:00,2022-10-25,Smoothie King Center,New Orleans Pelicans,3,1,Dallas Mavericks,1,2,14020
4746,0 days 20:00:00,2022-10-25,Paycom Center,Oklahoma City Thunder,1,3,Los Angeles Clippers,2,2,13105
4747,0 days 22:00:00,2022-10-25,Footprint Center,Phoenix Suns,3,1,Golden State Warriors,2,2,17071
4748,0 days 19:00:00,2022-10-25,Capital One Arena,Washington Wizards,3,1,Detroit Pistons,1,3,13196
4749,0 days 20:00:00,2022-10-26,United Center,Chicago Bulls,3,2,Indiana Pacers,1,4,18306
4750,0 days 22:00:00,2022-10-26,Ball Arena,Denver Nuggets,3,2,Los Angeles Lakers,0,4,19520
4751,0 days 19:00:00,2022-10-26,Little Caesars Arena,Detroit Pistons,1,4,Atlanta Hawks,3,1,17987
4752,0 days 19:30:00,2022-10-26,Fiserv Forum,Milwaukee Bucks,3,0,Brooklyn Nets,1,3,17341
4753,0 days 20:00:00,2022-10-26,Target Center,Minnesota Timberwolves,3,2,San Antonio Spurs,3,2,16165
4754,0 days 19:30:00,2022-10-26,Madison Square Garden (IV),New York Knicks,3,1,Charlotte Hornets,2,2,19812
4755,0 days 22:00:00,2022-10-26,Moda Center,Portland Trail Blazers,4,1,Miami Heat,2,3,18588
4756,0 days 19:30:00,2022-10-26,Scotiabank Arena,Toronto Raptors,3,2,Philadelphia 76ers,1,4,19800
4757,0 days 21:00:00,2022-10-26,Vivint Arena,Utah Jazz,4,1,Houston Rockets,1,4,18206
4758,0 days 19:30:00,2022-10-27,Barclays Center,Brooklyn Nets,1,4,Dallas Mavericks,2,2,18039
4759,0 days 22:00:00,2022-10-27,Chase Center,Golden State Warriors,3,2,Miami Heat,2,4,18064
4760,0 days 20:00:00,2022-10-27,Paycom Center,Oklahoma City Thunder,2,3,Los Angeles Clippers,2,3,14510
4761,0 days 22:00:00,2022-10-27,Golden 1 Center,Sacramento Kings,0,4,Memphis Grizzlies,4,1,15511
4762,0 days 19:30:00,2022-10-28,TD Garden,Boston Celtics,3,2,Cleveland Cavaliers,4,1,19156
4763,0 days 21:00:00,2022-10-28,Ball Arena,Denver Nuggets,4,2,Utah Jazz,4,2,19560
4764,0 days 19:00:00,2022-10-28,Little Caesars Arena,Detroit Pistons,1,5,Atlanta Hawks,4,1,18923
4765,0 days 20:00:00,2022-10-28,Fiserv Forum,Milwaukee Bucks,4,0,New York Knicks,3,2,17341
4766,0 days 20:00:00,2022-10-28,Target Center,Minnesota Timberwolves,4,2,Los Angeles Lakers,0,5,17136
4767,0 days 19:00:00,2022-10-28,Amway Center,Orlando Magic,1,5,Charlotte Hornets,2,3,18846
4768,0 days 22:00:00,2022-10-28,Footprint Center,Phoenix Suns,4,1,New Orleans Pelicans,3,2,17071
4769,0 days 22:00:00,2022-10-28,Moda Center,Portland Trail Blazers,5,1,Houston Rockets,1,5,19082
4770,0 days 20:30:00,2022-10-28,AT&T Center,San Antonio Spurs,4,2,Chicago Bulls,3,3,16562
4771,0 days 19:30:00,2022-10-28,Scotiabank Arena,Toronto Raptors,3,3,Philadelphia 76ers,2,4,19800
4772,0 days 19:30:00,2022-10-28,Capital One Arena,Washington Wizards,3,2,Indiana Pacers,2,4,13463
4773,0 days 19:30:00,2022-10-29,Barclays Center,Brooklyn Nets,1,5,Indiana Pacers,3,4,17732
4774,0 days 19:00:00,2022-10-29,Spectrum Center,Charlotte Hornets,3,3,Golden State Warriors,3,3,19079
4775,0 days 20:00:00,2022-10-29,United Center,Chicago Bulls,3,4,Philadelphia 76ers,3,4,19010
4776,0 days 21:00:00,2022-10-29,American Airlines Center,Dallas Mavericks,2,3,Oklahoma City Thunder,3,3,20307
4777,0 days 20:00:00,2022-10-29,Fiserv Forum,Milwaukee Bucks,5,0,Atlanta Hawks,4,2,17341
4778,0 days 18:00:00,2022-10-29,Golden 1 Center,Sacramento Kings,1,4,Miami Heat,2,5,14618
4779,0 days 21:00:00,2022-10-29,Vivint Arena,Utah Jazz,5,2,Memphis Grizzlies,4,2,18206
4780,0 days 18:00:00,2022-10-30,TD Garden,Boston Celtics,4,2,Washington Wizards,3,3,19156
4781,0 days 18:00:00,2022-10-30,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,5,1,New York Knicks,3,3,19432
4782,0 days 19:30:00,2022-10-30,American Airlines Center,Dallas Mavericks,3,3,Orlando Magic,1,6,20042
4783,0 days 18:00:00,2022-10-30,Little Caesars Arena,Detroit Pistons,2,5,Golden State Warriors,3,4,20190
4784,0 days 15:00:00,2022-10-30,Crypto.com Arena,Los Angeles Clippers,2,4,New Orleans Pelicans,4,2,18142
4785,0 days 21:30:00,2022-10-30,Crypto.com Arena,Los Angeles Lakers,1,5,Denver Nuggets,4,3,18997
4786,0 days 21:00:00,2022-10-30,Footprint Center,Phoenix Suns,5,1,Houston Rockets,1,6,17071
4787,0 days 19:00:00,2022-10-30,AT&T Center,San Antonio Spurs,5,2,Minnesota Timberwolves,4,3,15053
4788,0 days 19:30:00,2022-10-31,Barclays Center,Brooklyn Nets,2,5,Indiana Pacers,3,5,15770
4789,0 days 19:00:00,2022-10-31,Spectrum Center,Charlotte Hornets,3,4,Sacramento Kings,2,4,12020
4790,0 days 22:30:00,2022-10-31,Crypto.com Arena,Los Angeles Clippers,3,4,Houston Rockets,1,7,14887
4791,0 days 20:00:00,2022-10-31,Fiserv Forum,Milwaukee Bucks,6,0,Detroit Pistons,2,6,17341
4792,0 days 19:30:00,2022-10-31,Scotiabank Arena,Toronto Raptors,4,3,Atlanta Hawks,4,3,19800
4793,0 days 21:00:00,2022-10-31,Vivint Arena,Utah Jazz,6,2,Memphis Grizzlies,4,3,18206
4794,0 days 19:00:00,2022-10-31,Capital One Arena,Washington Wizards,3,4,Philadelphia 76ers,4,4,13746
4795,0 days 19:30:00,2022-11-01,Barclays Center,Brooklyn Nets,2,6,Chicago Bulls,4,4,17732
4796,0 days 19:30:00,2022-11-01,FTX Arena,Miami Heat,3,5,Golden State Warriors,3,5,19600
4797,0 days 20:00:00,2022-11-01,Paycom Center,Oklahoma City Thunder,4,3,Orlando Magic,1,7,13109
4798,0 days 22:00:00,2022-11-01,Footprint Center,Phoenix Suns,6,1,Minnesota Timberwolves,4,4,17071
4799,0 days 20:00:00,2022-11-02,United Center,Chicago Bulls,5,4,Charlotte Hornets,3,5,17886
4800,0 days 19:30:00,2022-11-02,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,6,1,Boston Celtics,4,3,19432
4801,0 days 20:30:00,2022-11-02,American Airlines Center,Dallas Mavericks,4,3,Utah Jazz,6,3,19877
4802,0 days 20:00:00,2022-11-02,Toyota Center,Houston Rockets,1,8,Los Angeles Clippers,4,4,15860
4803,0 days 22:30:00,2022-11-02,Crypto.com Arena,Los Angeles Lakers,2,5,New Orleans Pelicans,4,3,18997
4804,0 days 19:30:00,2022-11-02,FTX Arena,Miami Heat,4,5,Sacramento Kings,2,5,19600
4805,0 days 20:00:00,2022-11-02,Fiserv Forum,Milwaukee Bucks,7,0,Detroit Pistons,2,7,17341
4806,0 days 19:30:00,2022-11-02,Madison Square Garden (IV),New York Knicks,3,4,Atlanta Hawks,5,3,19812
4807,0 days 18:00:00,2022-11-02,Wells Fargo Center,Philadelphia 76ers,4,5,Washington Wizards,4,4,19855
4808,0 days 22:00:00,2022-11-02,Moda Center,Portland Trail Blazers,5,2,Memphis Grizzlies,5,3,19462
4809,0 days 20:00:00,2022-11-02,AT&T Center,San Antonio Spurs,5,3,Toronto Raptors,5,3,12155
4810,0 days 20:00:00,2022-11-03,Paycom Center,Oklahoma City Thunder,4,4,Denver Nuggets,5,3,13791
4811,0 days 19:00:00,2022-11-03,Amway Center,Orlando Magic,2,7,Golden State Warriors,3,6,18846
4812,0 days 19:30:00,2022-11-04,TD Garden,Boston Celtics,5,3,Chicago Bulls,5,5,19156
4813,0 days 20:30:00,2022-11-04,American Airlines Center,Dallas Mavericks,5,3,Toronto Raptors,5,4,20177
4814,0 days 19:00:00,2022-11-04,Little Caesars Arena,Detroit Pistons,2,8,Cleveland Cavaliers,7,1,18744
4815,0 days 19:00:00,2022-11-04,Gainbridge Fieldhouse,Indiana Pacers,4,5,Miami Heat,4,6,13141
4816,0 days 22:30:00,2022-11-04,Crypto.com Arena,Los Angeles Lakers,2,6,Utah Jazz,7,3,18997
4817,0 days 20:00:00,2022-11-04,FedEx Forum,Memphis Grizzlies,6,3,Charlotte Hornets,3,6,17187
4818,0 days 22:00:00,2022-11-04,Target Center,Minnesota Timberwolves,4,5,Milwaukee Bucks,8,0,17136
4819,0 days 20:30:00,2022-11-04,Smoothie King Center,New Orleans Pelicans,5,3,Golden State Warriors,3,7,18451
4820,0 days 19:00:00,2022-11-04,Wells Fargo Center,Philadelphia 76ers,4,6,New York Knicks,4,4,20679
4821,0 days 22:00:00,2022-11-04,Footprint Center,Phoenix Suns,6,2,Portland Trail Blazers,6,2,17071
4822,0 days 20:00:00,2022-11-04,AT&T Center,San Antonio Spurs,5,4,Los Angeles Clippers,5,4,12603
4823,0 days 19:00:00,2022-11-04,Capital One Arena,Washington Wizards,4,5,Brooklyn Nets,3,6,17258
4824,0 days 19:30:00,2022-11-05,State Farm Arena,Atlanta Hawks,6,3,New Orleans Pelicans,5,4,17654
4825,0 days 19:00:00,2022-11-05,Spectrum Center,Charlotte Hornets,3,7,Brooklyn Nets,4,6,19398
4826,0 days 21:00:00,2022-11-05,Ball Arena,Denver Nuggets,6,3,San Antonio Spurs,5,5,19641
4827,0 days 20:00:00,2022-11-05,Fiserv Forum,Milwaukee Bucks,9,0,Oklahoma City Thunder,4,5,17713
4828,0 days 20:00:00,2022-11-05,Target Center,Minnesota Timberwolves,5,5,Houston Rockets,1,9,16412
4829,0 days 19:30:00,2022-11-05,Madison Square Garden (IV),New York Knicks,4,5,Boston Celtics,6,3,19812
4830,0 days 17:00:00,2022-11-05,Amway Center,Orlando Magic,2,8,Sacramento Kings,3,5,18846
4831,0 days 22:00:00,2022-11-05,Footprint Center,Phoenix Suns,7,2,Portland Trail Blazers,6,3,17071
4832,0 days 22:00:00,2022-11-06,Crypto.com Arena,Los Angeles Clippers,5,5,Utah Jazz,8,3,16111
4833,0 days 15:30:00,2022-11-06,Crypto.com Arena,Los Angeles Lakers,2,7,Cleveland Cavaliers,8,1,18997
4834,0 days 18:00:00,2022-11-06,FedEx Forum,Memphis Grizzlies,7,3,Washington Wizards,4,6,16877
4835,0 days 18:00:00,2022-11-06,Scotiabank Arena,Toronto Raptors,6,4,Chicago Bulls,5,6,19800
4836,0 days 20:15:00,2022-11-07,State Farm Arena,Atlanta Hawks,7,3,Milwaukee Bucks,9,1,17494
4837,0 days 19:00:00,2022-11-07,Spectrum Center,Charlotte Hornets,3,8,Washington Wizards,5,6,13712
4838,0 days 20:45:00,2022-11-07,United Center,Chicago Bulls,6,6,Toronto Raptors,6,5,21142
4839,0 days 21:45:00,2022-11-07,American Airlines Center,Dallas Mavericks,6,3,Brooklyn Nets,4,7,20011
4840,0 days 19:30:00,2022-11-07,Little Caesars Arena,Detroit Pistons,3,8,Oklahoma City Thunder,4,6,16223
4841,0 days 22:00:00,2022-11-07,Chase Center,Golden State Warriors,4,7,Sacramento Kings,3,6,18064
4842,0 days 19:45:00,2022-11-07,Gainbridge Fieldhouse,Indiana Pacers,5,5,New Orleans Pelicans,5,5,14052
4843,0 days 22:30:00,2022-11-07,Crypto.com Arena,Los Angeles Clippers,6,5,Cleveland Cavaliers,8,2,16516
4844,0 days 21:00:00,2022-11-07,FedEx Forum,Memphis Grizzlies,7,4,Boston Celtics,7,3,17371
4845,0 days 20:30:00,2022-11-07,FTX Arena,Miami Heat,4,7,Portland Trail Blazers,7,3,19600
4846,0 days 21:15:00,2022-11-07,Target Center,Minnesota Timberwolves,5,6,New York Knicks,5,5,14524
4847,0 days 19:15:00,2022-11-07,Amway Center,Orlando Magic,2,9,Houston Rockets,2,9,15441
4848,0 days 20:00:00,2022-11-07,Wells Fargo Center,Philadelphia 76ers,5,6,Phoenix Suns,7,3,20347
4849,0 days 21:30:00,2022-11-07,AT&T Center,San Antonio Spurs,5,6,Denver Nuggets,7,3,11574
4850,0 days 22:15:00,2022-11-07,Vivint Arena,Utah Jazz,9,3,Los Angeles Lakers,2,8,18206
4851,0 days 19:30:00,2022-11-09,State Farm Arena,Atlanta Hawks,7,4,Utah Jazz,10,3,15845
4852,0 days 19:30:00,2022-11-09,TD Garden,Boston Celtics,8,3,Detroit Pistons,3,9,19156
4853,0 days 19:30:00,2022-11-09,Barclays Center,Brooklyn Nets,5,7,New York Knicks,5,6,18156
4854,0 days 19:00:00,2022-11-09,Spectrum Center,Charlotte Hornets,3,9,Portland Trail Blazers,8,3,14774
4855,0 days 20:00:00,2022-11-09,United Center,Chicago Bulls,6,7,New Orleans Pelicans,6,5,19621
4856,0 days 19:00:00,2022-11-09,Gainbridge Fieldhouse,Indiana Pacers,5,6,Denver Nuggets,8,3,14069
4857,0 days 22:00:00,2022-11-09,Crypto.com Arena,Los Angeles Clippers,7,5,Los Angeles Lakers,2,9,19068
4858,0 days 20:00:00,2022-11-09,Target Center,Minnesota Timberwolves,5,7,Phoenix Suns,8,3,16062
4859,0 days 20:00:00,2022-11-09,Paycom Center,Oklahoma City Thunder,4,7,Milwaukee Bucks,10,1,15180
4860,0 days 17:30:00,2022-11-09,Amway Center,Orlando Magic,3,9,Dallas Mavericks,6,4,18165
4861,0 days 22:00:00,2022-11-09,Golden 1 Center,Sacramento Kings,4,6,Cleveland Cavaliers,8,3,13816
4862,0 days 20:00:00,2022-11-09,AT&T Center,San Antonio Spurs,5,7,Memphis Grizzlies,8,4,13507
4863,0 days 19:30:00,2022-11-09,Scotiabank Arena,Toronto Raptors,7,5,Houston Rockets,2,10,19800
4864,0 days 19:30:00,2022-11-10,State Farm Arena,Atlanta Hawks,8,4,Philadelphia 76ers,5,7,16066
4865,0 days 19:30:00,2022-11-10,FTX Arena,Miami Heat,5,7,Charlotte Hornets,3,10,19600
4866,0 days 20:00:00,2022-11-10,Smoothie King Center,New Orleans Pelicans,6,6,Portland Trail Blazers,9,3,14289
4867,0 days 19:00:00,2022-11-10,Capital One Arena,Washington Wizards,6,6,Dallas Mavericks,6,5,18320
4868,0 days 19:00:00,2022-11-11,TD Garden,Boston Celtics,9,3,Denver Nuggets,8,4,19156
4869,0 days 22:00:00,2022-11-11,Chase Center,Golden State Warriors,5,7,Cleveland Cavaliers,8,4,18064
4870,0 days 22:30:00,2022-11-11,Crypto.com Arena,Los Angeles Lakers,2,10,Sacramento Kings,5,6,17849
4871,0 days 21:30:00,2022-11-11,FedEx Forum,Memphis Grizzlies,9,4,Minnesota Timberwolves,5,8,16939
4872,0 days 19:30:00,2022-11-11,Madison Square Garden (IV),New York Knicks,6,6,Detroit Pistons,3,10,19812
4873,0 days 20:00:00,2022-11-11,Paycom Center,Oklahoma City Thunder,5,7,Toronto Raptors,7,6,16104
4874,0 days 19:00:00,2022-11-11,Amway Center,Orlando Magic,4,9,Phoenix Suns,8,4,15879
4875,0 days 20:00:00,2022-11-11,AT&T Center,San Antonio Spurs,6,7,Milwaukee Bucks,10,2,15642
4876,0 days 20:30:00,2022-11-12,American Airlines Center,Dallas Mavericks,7,5,Portland Trail Blazers,9,4,20277
4877,0 days 19:00:00,2022-11-12,Little Caesars Arena,Detroit Pistons,3,11,Boston Celtics,10,3,20190
4878,0 days 19:00:00,2022-11-12,Gainbridge Fieldhouse,Indiana Pacers,6,6,Toronto Raptors,7,7,13089
4879,0 days 16:00:00,2022-11-12,Crypto.com Arena,Los Angeles Clippers,7,6,Brooklyn Nets,6,7,17777
4880,0 days 20:00:00,2022-11-12,FTX Arena,Miami Heat,6,7,Charlotte Hornets,3,11,19600
4881,0 days 20:30:00,2022-11-12,Smoothie King Center,New Orleans Pelicans,7,6,Houston Rockets,2,11,15367
4882,0 days 19:30:00,2022-11-12,Wells Fargo Center,Philadelphia 76ers,6,7,Atlanta Hawks,8,5,20245
4883,0 days 18:00:00,2022-11-12,Capital One Arena,Washington Wizards,7,6,Utah Jazz,10,4,13673
4884,0 days 20:00:00,2022-11-13,United Center,Chicago Bulls,6,8,Denver Nuggets,9,4,21602
4885,0 days 18:00:00,2022-11-13,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,8,5,Minnesota Timberwolves,6,8,19432
4886,0 days 21:30:00,2022-11-13,Crypto.com Arena,Los Angeles Lakers,3,10,Brooklyn Nets,6,8,18040
4887,0 days 12:00:00,2022-11-13,Madison Square Garden (IV),New York Knicks,6,7,Oklahoma City Thunder,6,7,18325
4888,0 days 19:30:00,2022-11-13,Wells Fargo Center,Philadelphia 76ers,7,7,Utah Jazz,10,5,19761
4889,0 days 21:00:00,2022-11-13,Golden 1 Center,Sacramento Kings,6,6,Golden State Warriors,5,8,16410
4890,0 days 18:00:00,2022-11-13,Capital One Arena,Washington Wizards,8,6,Memphis Grizzlies,9,5,17667
4891,0 days 19:00:00,2022-11-14,Little Caesars Arena,Detroit Pistons,3,12,Toronto Raptors,8,7,16988
4892,0 days 22:00:00,2022-11-14,Chase Center,Golden State Warriors,6,8,San Antonio Spurs,6,8,18064
4893,0 days 20:00:00,2022-11-14,Toyota Center,Houston Rockets,2,12,Los Angeles Clippers,8,6,16098
4894,0 days 19:30:00,2022-11-14,FTX Arena,Miami Heat,7,7,Phoenix Suns,8,5,19600
4895,0 days 20:00:00,2022-11-14,Fiserv Forum,Milwaukee Bucks,10,3,Atlanta Hawks,9,5,17341
4896,0 days 19:00:00,2022-11-14,Amway Center,Orlando Magic,4,10,Charlotte Hornets,4,11,15018
4897,0 days 20:30:00,2022-11-15,American Airlines Center,Dallas Mavericks,8,5,Los Angeles Clippers,8,7,19810
4898,0 days 19:30:00,2022-11-15,Smoothie King Center,New Orleans Pelicans,8,6,Memphis Grizzlies,9,6,14032
4899,0 days 22:00:00,2022-11-15,Moda Center,Portland Trail Blazers,10,4,San Antonio Spurs,6,9,19012
4900,0 days 22:00:00,2022-11-15,Golden 1 Center,Sacramento Kings,7,6,Brooklyn Nets,6,9,17611
4901,0 days 21:00:00,2022-11-15,Vivint Arena,Utah Jazz,10,6,New York Knicks,7,7,18206
4902,0 days 19:30:00,2022-11-16,State Farm Arena,Atlanta Hawks,9,6,Boston Celtics,12,3,18165
4903,0 days 19:00:00,2022-11-16,Spectrum Center,Charlotte Hornets,4,12,Indiana Pacers,7,6,14756
4904,0 days 20:30:00,2022-11-16,American Airlines Center,Dallas Mavericks,8,6,Houston Rockets,3,12,19602
4905,0 days 22:00:00,2022-11-16,Ball Arena,Denver Nuggets,9,5,New York Knicks,8,7,18210
4906,0 days 20:00:00,2022-11-16,Fiserv Forum,Milwaukee Bucks,11,3,Cleveland Cavaliers,8,6,17341
4907,0 days 20:00:00,2022-11-16,Smoothie King Center,New Orleans Pelicans,9,6,Chicago Bulls,6,9,14658
4908,0 days 19:00:00,2022-11-16,Amway Center,Orlando Magic,4,11,Minnesota Timberwolves,7,8,16527
